id	isInvasive
45974	Invasive
45975	Invasive
45976	Invasive
45977	Null
45978	Invasive
45979	Null
45980	Null
45981	Null
45982	Invasive
45983	Null
45984	Null
45985	Null
45986	Null
45987	Null
45988	Invasive
45989	Null
45990	Null
45991	Null
45992	Null
45993	Null
45994	Null
45995	Null
45996	Invasive
45997	Null
45998	Null
45999	Invasive
46000	Null
46001	Null
46002	Null
46003	Invasive
46004	Invasive
46005	Null
46006	Null
46007	Null
46008	Invasive
46009	Invasive
46010	Invasive
46011	Invasive
46012	Null
46013	Null
46014	Null
46015	Null
46016	Null
46017	Null
46018	Null
46019	Null
46020	Null
46021	Null
46022	Null
46023	Null
46024	Null
46025	Null
46026	Invasive
46027	Null
46028	Null
46029	Null
46030	Null
46031	Null
46032	Null
46033	Null
46034	Null
46035	Null
46036	Null
46037	Null
46038	Null
46039	Null
46040	Null
46041	Null
46042	Null
46043	Null
46044	Invasive
46045	Null
46046	Null
46047	Null
46048	Null
46049	Null
46050	Null
46051	Invasive
46052	Null
46053	Null
46054	Null
46055	Invasive
46056	Null
46057	Invasive
46058	Null
46059	Null
46060	Null
46061	Null
46062	Null
46063	Null
46064	Null
46065	Null
46066	Null
46067	Null
46068	Null
46069	Null
46070	Null
46071	Null
46072	Null
46073	Null
46074	Invasive
46075	Null
46076	Invasive
46077	Null
46078	Null
46079	Null
46080	Invasive
46081	Invasive
46082	Invasive
46083	Null
46084	Null
46085	Null
46086	Null
46087	Invasive
46088	Null
46089	Null
46090	Null
46091	Invasive
46092	Null
46093	Null
46094	Invasive
46095	Null
46096	Null
46097	Null
46098	Null
46099	Invasive
46100	Null
46101	Null
46102	Null
46103	Null
46104	Null
46105	Invasive
46106	Null
46107	Null
46108	Null
46109	Null
46110	Null
46111	Null
46112	Null
46113	Null
46114	Null
46115	Invasive
46116	Invasive
46117	Null
46118	Null
46119	Null
46120	Null
46121	Null
46122	Invasive
46123	Null
46124	Null
46125	Null
46126	Null
46127	Null
46128	Null
46129	Null
46130	Null
46131	Null
46132	Null
46133	Null
46134	Null
46135	Null
46136	Null
46137	Null
46138	Null
46139	Null
46140	Null
46141	Null
46142	Null
46143	Null
46144	Null
46145	Null
46146	Null
46147	Invasive
46148	Null
46149	Null
46150	Null
46151	Null
46152	Null
46153	Null
46154	Invasive
46155	Null
46156	Null
46157	Null
46158	Null
46159	Null
46160	Null
46161	Null
46162	Null
46163	Null
46164	Null
46165	Null
46166	Invasive
46167	Invasive
46168	Invasive
46169	Invasive
46170	Invasive
46171	Null
46172	Null
46173	Invasive
46174	Null
46175	Null
46176	Null
46177	Null
46178	Null
46179	Null
46180	Null
46181	Null
46182	Null
46183	Null
46184	Null
46185	Invasive
46186	Null
46187	Invasive
46188	Invasive
46189	Null
46190	Null
46191	Null
46192	Null
46193	Null
46194	Null
46195	Null
46196	Null
46197	Null
46198	Invasive
46199	Null
46200	Null
46201	Null
46202	Null
46203	Null
46204	Null
46205	Null
46206	Null
46207	Null
46208	Null
46209	Null
46210	Null
46211	Null
46212	Null
46213	Null
46214	Null
46215	Null
46216	Null
46217	Null
46218	Invasive
46219	Invasive
46220	Invasive
46221	Null
46222	Null
46223	Null
46224	Null
46225	Null
46226	Null
46227	Null
46228	Null
46229	Null
46230	Null
46231	Null
46232	Null
46233	Null
46234	Null
46235	Null
46236	Null
46237	Null
46238	Null
46239	Null
46240	Null
46241	Invasive
46242	Null
46243	Invasive
46244	Null
46245	Null
46246	Null
46247	Null
46248	Null
46249	Null
46250	Null
46251	Null
46252	Null
46253	Null
46254	Null
46255	Null
46256	Null
46257	Null
46258	Null
46259	Null
46260	Null
46261	Invasive
46262	Null
46263	Null
46264	Null
46265	Null
46266	Invasive
46267	Null
46268	Null
46269	Null
46270	Null
46271	Null
46272	Invasive
46273	Invasive
46274	Null
46275	Null
46276	Null
46277	Null
46278	Invasive
46279	Null
46280	Null
46281	Null
46282	Null
46283	Null
46284	Null
46285	Null
46286	Null
46287	Null
46288	Invasive
46289	Null
46290	Null
46291	Null
46292	Null
46293	Null
46294	Null
46295	Null
46296	Invasive
46297	Invasive
46298	Invasive
46299	Invasive
46300	Null
46301	Invasive
46302	Null
46303	Null
46304	Invasive
46305	Null
46306	Null
46307	Invasive
46308	Null
46309	Invasive
46310	Null
46311	Null
46312	Null
46313	Null
46314	Null
46315	Null
46316	Invasive
46317	Null
46318	Null
46319	Null
46320	Null
46321	Null
46322	Null
46323	Null
46324	Null
46325	Null
46326	Null
46327	Null
46328	Null
46329	Null
46330	Null
46331	Null
46332	Null
46333	Null
46334	Null
46335	Null
46336	Null
46337	Null
46338	Null
46339	Null
46340	Null
46341	Null
46342	Null
46343	Null
46344	Null
46345	Null
46346	Invasive
46347	Null
46348	Null
46349	Null
46350	Null
46351	Null
46352	Null
46353	Null
46354	Invasive
46355	Null
46356	Null
46357	Null
46358	Null
46359	Null
46360	Null
46361	Null
46362	Null
46363	Null
46364	Null
46365	Invasive
46366	Null
46367	Null
46368	Null
46369	Null
46370	Null
46371	Null
46372	Null
46373	Invasive
46374	Null
46375	Null
46376	Invasive
46377	Invasive
46378	Invasive
46379	Null
46380	Null
46381	Null
46382	Null
46383	Null
46384	Null
46385	Invasive
46386	Null
46387	Null
46388	Null
46389	Null
46390	Null
46391	Invasive
46392	Invasive
46393	Invasive
46394	Null
46395	Invasive
46396	Invasive
46397	Null
46398	Null
46399	Null
46400	Null
46401	Null
46402	Null
46403	Null
46404	Null
46405	Null
46406	Null
46407	Invasive
46408	Null
46409	Null
46410	Null
46411	Null
46412	Null
46413	Null
46414	Null
46415	Invasive
46416	Null
46417	Null
46418	Null
46419	Null
46420	Null
46421	Null
46422	Null
46423	Null
46424	Null
46425	Null
46426	Null
46427	Null
46428	Null
46429	Invasive
46430	Null
46431	Null
46432	Null
46433	Null
46434	Null
46435	Invasive
46436	Null
46437	Null
46438	Null
46439	Null
46440	Null
46441	Null
46442	Null
46443	Null
46444	Invasive
46445	Null
46446	Null
46447	Null
46448	Null
46449	Null
46450	Null
46451	Null
46452	Null
46453	Null
46454	Null
46455	Null
46456	Null
46457	Invasive
46458	Invasive
46459	Null
46460	Invasive
46461	Null
46462	Null
46463	Null
46464	Invasive
46465	Null
46466	Null
46467	Null
46468	Null
46469	Null
46470	Null
46471	Null
46472	Null
46473	Invasive
46474	Null
46475	Null
46476	Null
46477	Null
46478	Null
46479	Null
46480	Null
46481	Null
46482	Null
46483	Null
46484	Null
46485	Null
46486	Null
46487	Null
46488	Null
46489	Null
46490	Null
46491	Null
46492	Invasive
46493	Null
46494	Null
46495	Null
46496	Null
46497	Null
46498	Null
46499	Null
46500	Null
46501	Null
46502	Null
46503	Null
46504	Null
46505	Null
46506	Null
46507	Invasive
46508	Null
46509	Null
46510	Null
46511	Null
46512	Null
46513	Null
46514	Null
46515	Null
46516	Invasive
46517	Null
46518	Null
46519	Null
46520	Null
46521	Invasive
46522	Null
46523	Null
46524	Null
46525	Null
46526	Null
46527	Null
46528	Null
46529	Null
46530	Null
46531	Null
46532	Invasive
46533	Null
46534	Null
46535	Null
46536	Null
46537	Null
46538	Null
46539	Null
46540	Null
46541	Null
46542	Null
46543	Null
46544	Null
46545	Null
46546	Null
46547	Invasive
46548	Null
46549	Null
46550	Null
46551	Null
46552	Null
46553	Null
46554	Null
46555	Null
46556	Null
46557	Null
46558	Null
46559	Null
46560	Null
46561	Null
46562	Null
46563	Null
46564	Null
46565	Null
46566	Invasive
46567	Invasive
46568	Null
46569	Null
46570	Null
46571	Null
46572	Null
46573	Null
46574	Null
46575	Null
46576	Null
46577	Null
46578	Null
46579	Null
46580	Null
46581	Null
46582	Invasive
46583	Null
46584	Null
46585	Null
46586	Null
46587	Null
46588	Null
46589	Null
46590	Null
46591	Null
46592	Null
46593	Null
46594	Null
46595	Null
46596	Null
46597	Null
46598	Null
46599	Null
46600	Null
46601	Null
46602	Invasive
46603	Null
46604	Null
46605	Invasive
46606	Null
46607	Null
46608	Null
46609	Null
46610	Null
46611	Null
46612	Null
46613	Null
46614	Null
46615	Null
46616	Null
46617	Null
46618	Null
46619	Null
46620	Null
46621	Null
46622	Null
46623	Null
46624	Null
46625	Null
46626	Null
46627	Null
46628	Null
46629	Null
46630	Null
46631	Null
46632	Invasive
46633	Null
46634	Null
46635	Null
46636	Null
46637	Null
46638	Invasive
46639	Invasive
46640	Null
46641	Null
46642	Null
46643	Null
46644	Null
46645	Invasive
46646	Null
46647	Null
46648	Null
46649	Null
46650	Null
46651	Null
46652	Null
46653	Null
46654	Null
46655	Null
46656	Null
46657	Null
46658	Null
46659	Null
46660	Null
46661	Null
46662	Invasive
46663	Invasive
46664	Null
46665	Invasive
46666	Null
46667	Null
46668	Null
46669	Null
46670	Invasive
46671	Null
46672	Null
46673	Null
46674	Null
46675	Invasive
46676	Invasive
46677	Null
46678	Null
46679	Null
46680	Null
46681	Null
46682	Null
46683	Null
46684	Null
46685	Null
46686	Null
46687	Invasive
46688	Null
46689	Invasive
46690	Null
46691	Null
46692	Null
46693	Null
46694	Null
46695	Null
46696	Null
46697	Null
46698	Null
46699	Null
46700	Invasive
46701	Null
46702	Null
46703	Null
46704	Null
46705	Null
46706	Null
46707	Null
46708	Null
46709	Null
46710	Null
46711	Invasive
46712	Invasive
46713	Invasive
46714	Null
46715	Invasive
46716	Null
46717	Null
46718	Null
46719	Null
46720	Null
46721	Invasive
46722	Null
46723	Null
46724	Null
46725	Null
46726	Null
46727	Null
46728	Null
46729	Null
46730	Invasive
46731	Null
46732	Invasive
46733	Null
46734	Null
46735	Null
46736	Null
46737	Null
46738	Null
46739	Invasive
46740	Null
46741	Null
46742	Invasive
46743	Null
46744	Null
46745	Null
46746	Null
46747	Null
46748	Null
46749	Null
46750	Null
