id	isInvasive
44466	Invasive
44467	Invasive
44468	Invasive
44469	Null
44470	Invasive
44471	Null
44472	Null
44473	Null
44474	Null
44475	Invasive
44476	Invasive
44477	Invasive
44478	Null
44479	Null
44480	Null
44481	Invasive
44482	Invasive
44483	Invasive
44484	Invasive
44485	Null
44486	Null
44487	Null
44488	Null
44489	Null
44490	Null
44491	Null
44492	Null
44493	Null
44494	Null
44495	Null
44496	Null
44497	Null
44498	Null
44499	Null
44500	Null
44501	Null
44502	Invasive
44503	Null
44504	Invasive
44505	Null
44506	Null
44507	Null
44508	Null
44509	Null
44510	Null
44511	Null
44512	Null
44513	Null
44514	Null
44515	Invasive
44516	Invasive
44517	Null
44518	Null
44519	Invasive
44520	Null
44521	Null
44522	Invasive
44523	Null
44524	Invasive
44525	Invasive
44526	Null
44527	Null
44528	Null
44529	Invasive
44530	Invasive
44531	Null
44532	Null
44533	Null
44534	Null
44535	Null
44536	Null
44537	Null
44538	Null
44539	Null
44540	Null
44541	Null
44542	Null
44543	Null
44544	Invasive
44545	Null
44546	Null
44547	Null
44548	Null
44549	Null
44550	Null
44551	Null
44552	Null
44553	Null
44554	Null
44555	Invasive
44556	Invasive
44557	Invasive
44558	Invasive
44559	Null
44560	Invasive
44561	Null
44562	Null
44563	Null
44564	Null
44565	Null
44566	Null
44567	Invasive
44568	Invasive
44569	Null
44570	Null
44571	Null
44572	Null
44573	Invasive
44574	Null
44575	Null
44576	Null
44577	Null
44578	Null
44579	Null
44580	Null
44581	Invasive
44582	Null
44583	Null
44584	Null
44585	Null
44586	Invasive
44587	Null
44588	Null
44589	Null
44590	Null
44591	Null
44592	Null
44593	Null
44594	Invasive
44595	Null
44596	Null
44597	Null
44598	Null
44599	Invasive
44600	Null
44601	Invasive
44602	Invasive
44603	Null
44604	Null
44605	Null
44606	Null
44607	Null
44608	Null
44609	Null
44610	Null
44611	Null
44612	Invasive
44613	Null
44614	Invasive
44615	Null
44616	Invasive
44617	Null
44618	Invasive
44619	Null
44620	Null
44621	Null
44622	Null
44623	Null
44624	Null
44625	Null
44626	Null
44627	Null
44628	Null
44629	Null
44630	Null
44631	Null
44632	Null
44633	Null
44634	Invasive
44635	Invasive
44636	Null
44637	Null
44638	Null
44639	Null
44640	Null
44641	Null
44642	Null
44643	Null
44644	Invasive
44645	Null
44646	Null
44647	Null
44648	Null
44649	Null
44650	Null
44651	Null
44652	Invasive
44653	Invasive
44654	Invasive
44655	Null
44656	Null
44657	Null
44658	Null
44659	Null
44660	Invasive
44661	Invasive
44662	Null
44663	Null
44664	Null
44665	Null
44666	Null
44667	Invasive
44668	Null
44669	Null
44670	Null
44671	Null
44672	Null
44673	Null
44674	Null
44675	Null
44676	Null
44677	Null
44678	Null
44679	Null
44680	Invasive
44681	Null
44682	Null
44683	Null
44684	Null
44685	Invasive
44686	Null
44687	Null
44688	Null
44689	Null
44690	Null
44691	Null
44692	Null
44693	Null
44694	Null
44695	Null
44696	Null
44697	Null
44698	Null
44699	Null
44700	Null
44701	Null
44702	Invasive
44703	Null
44704	Null
44705	Null
44706	Null
44707	Null
44708	Null
44709	Null
44710	Null
44711	Null
44712	Null
44713	Null
44714	Null
44715	Null
44716	Null
44717	Null
44718	Null
44719	Null
44720	Null
44721	Null
44722	Null
44723	Null
44724	Null
44725	Null
44726	Null
44727	Null
44728	Null
44729	Null
44730	Null
44731	Null
44732	Null
44733	Invasive
44734	Invasive
44735	Null
44736	Null
44737	Null
44738	Invasive
44739	Null
44740	Null
44741	Null
44742	Null
44743	Null
44744	Null
44745	Null
44746	Invasive
44747	Null
44748	Null
44749	Null
44750	Null
44751	Null
44752	Null
44753	Null
44754	Null
44755	Null
44756	Null
44757	Null
44758	Null
44759	Null
44760	Null
44761	Null
44762	Null
44763	Null
44764	Null
44765	Null
44766	Null
44767	Null
44768	Null
44769	Null
44770	Invasive
44771	Null
44772	Null
44773	Null
44774	Null
44775	Null
44776	Invasive
44777	Invasive
44778	Null
44779	Invasive
44780	Null
44781	Null
44782	Invasive
44783	Invasive
44784	Null
44785	Null
44786	Null
44787	Invasive
44788	Null
44789	Null
44790	Invasive
44791	Null
44792	Null
44793	Null
44794	Null
44795	Null
44796	Null
44797	Invasive
44798	Invasive
44799	Invasive
44800	Invasive
44801	Null
44802	Invasive
44803	Null
44804	Null
44805	Invasive
44806	Invasive
44807	Null
44808	Null
44809	Null
44810	Invasive
44811	Null
44812	Null
44813	Null
44814	Null
44815	Null
44816	Invasive
44817	Null
44818	Null
44819	Null
44820	Invasive
44821	Invasive
44822	Invasive
44823	Invasive
44824	Null
44825	Null
44826	Null
44827	Invasive
44828	Invasive
44829	Null
44830	Null
44831	Null
44832	Null
44833	Invasive
44834	Invasive
44835	Null
44836	Null
44837	Null
44838	Null
44839	Null
44840	Null
44841	Null
44842	Null
44843	Null
44844	Null
44845	Null
44846	Null
44847	Invasive
44848	Invasive
44849	Invasive
44850	Invasive
44851	Invasive
44852	Null
44853	Null
44854	Invasive
44855	Null
44856	Null
44857	Null
44858	Null
44859	Null
44860	Null
44861	Null
44862	Invasive
44863	Null
44864	Null
44865	Null
44866	Invasive
44867	Invasive
44868	Null
44869	Null
44870	Null
44871	Invasive
44872	Null
44873	Null
44874	Null
44875	Null
44876	Null
44877	Null
44878	Null
44879	Null
44880	Null
44881	Null
44882	Null
44883	Null
44884	Null
44885	Null
44886	Null
44887	Null
44888	Null
44889	Null
44890	Null
44891	Null
44892	Null
44893	Null
44894	Null
44895	Null
44896	Null
44897	Null
44898	Null
44899	Null
44900	Null
44901	Null
44902	Null
44903	Null
44904	Null
44905	Null
44906	Null
44907	Null
44908	Null
44909	Null
44910	Null
44911	Invasive
44912	Null
44913	Null
44914	Null
44915	Null
44916	Null
44917	Null
44918	Invasive
44919	Null
44920	Null
44921	Null
44922	Null
44923	Null
44924	Null
44925	Null
44926	Null
44927	Null
44928	Invasive
44929	Null
44930	Null
44931	Invasive
44932	Null
44933	Null
44934	Invasive
44935	Null
44936	Null
44937	Null
44938	Null
44939	Null
44940	Null
44941	Null
44942	Null
44943	Null
44944	Null
44945	Null
44946	Null
44947	Null
44948	Null
44949	Null
44950	Null
44951	Null
44952	Null
44953	Null
44954	Null
