id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans
155000	Slovakia		SK	Alien	
155001	Slovakia		SK	Alien	
155002	Slovakia		SK	Alien	
155003	Slovakia		SK	Alien	
155004	Slovakia		SK	Alien	
155005	Slovakia		SK	Alien	
155006	Slovakia		SK	Alien	
155007	Slovakia		SK	Alien	
155008	Slovakia		SK	Alien	
155009	Slovakia		SK	Alien	
155010	Slovakia		SK	Alien	
155011	Slovakia		SK	Alien	
155012	Slovakia		SK	Alien	
155013	Slovakia		SK	Alien	
155014	Slovakia		SK	Alien	
155015	Slovakia		SK	Alien	
155016	Slovakia		SK	Alien	
155017	Slovakia		SK	Alien	
155018	Slovakia		SK	Alien	
155019	Slovakia		SK	Alien	
155020	Slovakia		SK	Alien	
155021	Slovakia		SK	Alien	
155022	Slovakia		SK	Alien	
155023	Slovakia		SK	Alien	
155024	Slovakia		SK	Alien	
155025	Slovakia		SK	Alien	
155026	Slovakia		SK	Alien	
155027	Slovakia		SK	Alien	
155028	Slovakia		SK	Alien	
155029	Slovakia		SK	Alien	
155030	Slovakia		SK	Alien	
155031	Slovakia		SK	Alien	
155032	Slovakia		SK	Alien	
155033	Slovakia		SK	Alien	
155034	Slovakia		SK	Alien	
155035	Slovakia		SK	Alien	
155036	Slovakia		SK	Alien	
155037	Slovakia		SK	Alien	
155038	Slovakia		SK	Alien	
155039	Slovakia		SK	Alien	
155040	Slovakia		SK	Alien	
155041	Slovakia		SK	Alien	
155042	Slovakia		SK	Alien	
155043	Slovakia		SK	Alien	
155044	Slovakia		SK	Alien	
155045	Slovakia		SK	Alien	
155046	Slovakia		SK	Alien	
155047	Slovakia		SK	Alien	
155048	Slovakia		SK	Alien	
155049	Slovakia		SK	Alien	
155050	Slovakia		SK	Alien	
155051	Slovakia		SK	Alien	
155052	Slovakia		SK	Alien	
155053	Slovakia		SK	Alien	
155054	Slovakia		SK	Alien	
155055	Slovakia		SK	Alien	
155056	Slovakia		SK	Alien	
155057	Slovakia		SK	Alien	
155058	Slovakia		SK	Alien	
155059	Slovakia		SK	Alien	
155060	Slovakia		SK	Alien	
155061	Slovakia		SK	Alien	
155062	Slovakia		SK	Alien	
155063	Slovakia		SK	Alien	
155064	Slovakia		SK	Alien	
155065	Slovakia		SK	Alien	
155066	Slovakia		SK	Alien	
155067	Slovakia		SK	Alien	
155068	Slovakia		SK	Alien	
155069	Slovakia		SK	Alien	
155070	Slovakia		SK	Alien	
155071	Slovakia		SK	Alien	
155072	Slovakia		SK	Alien	
155073	Slovakia		SK	Alien	
155074	Slovakia		SK	Alien	
155075	Slovakia		SK	Alien	
155076	Slovakia		SK	Alien	
155077	Slovakia		SK	Alien	
155078	Slovakia		SK	Alien	
155079	Slovakia		SK	Alien	
155080	Slovakia		SK	Alien	
155081	Slovakia		SK	Alien	
155082	Slovakia		SK	Alien	
155083	Slovakia		SK	Alien	
155084	Slovakia		SK	Alien	
155085	Slovakia		SK	Alien	
155086	Slovakia		SK	Alien	
