id	isInvasive
47491	Null
47492	Null
47493	Null
47494	Null
47495	Null
47496	Null
47497	Null
47498	Null
47499	Null
47500	Null
47501	Invasive
47502	Null
47503	Null
47504	Null
47505	Null
47506	Invasive
47507	Null
47508	Null
47509	Null
47510	Null
47511	Invasive
47512	Null
47513	Null
47514	Null
47515	Null
47516	Null
47517	Null
47518	Null
47519	Null
47520	Null
47521	Null
47522	Null
47523	Null
47524	Null
47525	Null
47526	Null
47527	Null
47528	Null
47529	Null
47530	Null
47531	Null
47532	Null
47533	Invasive
47534	Invasive
47535	Invasive
47536	Null
47537	Null
47538	Invasive
47539	Invasive
47540	Null
47541	Null
47542	Null
47543	Null
47544	Null
47545	Null
47546	Null
47547	Null
47548	Null
47549	Null
47550	Null
47551	Null
47552	Null
47553	Null
47554	Null
47555	Null
47556	Null
47557	Invasive
47558	Null
47559	Null
47560	Null
47561	Null
47562	Null
47563	Invasive
47564	Invasive
47565	Invasive
47566	Null
47567	Null
47568	Null
47569	Null
47570	Null
47571	Invasive
47572	Invasive
47573	Null
47574	Null
47575	Null
47576	Invasive
47577	Null
47578	Null
47579	Null
47580	Null
47581	Invasive
47582	Null
47583	Invasive
47584	Null
47585	Invasive
47586	Invasive
47587	Null
47588	Null
47589	Null
47590	Null
47591	Invasive
47592	Invasive
47593	Invasive
47594	Null
47595	Null
47596	Null
47597	Null
47598	Null
47599	Null
47600	Null
47601	Null
47602	Invasive
47603	Invasive
47604	Invasive
47605	Null
47606	Null
47607	Null
47608	Null
47609	Invasive
47610	Null
47611	Null
47612	Invasive
47613	Invasive
47614	Null
47615	Null
47616	Null
47617	Null
47618	Invasive
47619	Null
47620	Null
47621	Null
47622	Null
47623	Invasive
47624	Null
47625	Invasive
47626	Null
47627	Invasive
47628	Invasive
47629	Null
47630	Invasive
47631	Null
47632	Null
47633	Null
47634	Null
47635	Invasive
47636	Null
47637	Null
47638	Invasive
47639	Null
47640	Null
47641	Null
47642	Null
47643	Null
47644	Null
47645	Null
47646	Invasive
47647	Null
47648	Null
47649	Null
47650	Null
47651	Null
47652	Invasive
47653	Null
47654	Null
47655	Invasive
47656	Invasive
47657	Null
47658	Invasive
47659	Null
47660	Null
47661	Null
47662	Null
