id	isInvasive
44955	Invasive
44956	Invasive
44957	Null
44958	Null
44959	Invasive
44960	Null
44961	Null
44962	Null
44963	Null
44964	Null
44965	Invasive
44966	Null
44967	Null
44968	Null
44969	Null
44970	Invasive
44971	Null
44972	Null
44973	Invasive
44974	Invasive
44975	Null
44976	Null
44977	Null
44978	Null
44979	Null
44980	Invasive
44981	Null
44982	Null
44983	Invasive
44984	Invasive
44985	Invasive
44986	Null
44987	Null
44988	Null
44989	Null
44990	Null
44991	Null
44992	Null
44993	Null
44994	Null
44995	Null
44996	Null
44997	Null
44998	Null
44999	Null
45000	Null
45001	Null
45002	Null
45003	Null
45004	Null
45005	Null
45006	Null
45007	Null
45008	Invasive
45009	Null
45010	Null
45011	Null
45012	Null
45013	Null
45014	Null
45015	Null
45016	Invasive
45017	Null
45018	Invasive
45019	Null
45020	Null
45021	Null
45022	Null
45023	Null
45024	Null
45025	Null
45026	Invasive
45027	Null
45028	Null
45029	Null
45030	Invasive
45031	Invasive
45032	Null
45033	Null
45034	Invasive
45035	Null
45036	Invasive
45037	Null
45038	Invasive
45039	Null
45040	Null
45041	Invasive
45042	Null
45043	Invasive
45044	Null
45045	Null
45046	Null
45047	Null
45048	Invasive
45049	Invasive
45050	Null
45051	Null
45052	Null
45053	Null
45054	Invasive
45055	Null
45056	Null
45057	Null
45058	Null
45059	Null
45060	Null
45061	Null
45062	Null
45063	Null
45064	Null
45065	Null
45066	Null
45067	Null
45068	Null
45069	Null
45070	Null
45071	Null
45072	Null
45073	Null
45074	Null
45075	Null
45076	Null
45077	Null
45078	Null
45079	Null
45080	Null
45081	Null
45082	Null
45083	Null
45084	Null
45085	Null
45086	Invasive
45087	Invasive
45088	Invasive
45089	Invasive
45090	Null
45091	Invasive
45092	Null
45093	Null
45094	Null
45095	Null
45096	Null
45097	Null
45098	Null
45099	Invasive
45100	Invasive
45101	Invasive
45102	Null
45103	Null
45104	Null
45105	Null
45106	Null
45107	Null
45108	Null
45109	Null
45110	Invasive
45111	Null
45112	Null
45113	Null
45114	Null
45115	Null
45116	Null
45117	Null
45118	Null
45119	Null
45120	Null
45121	Null
45122	Null
45123	Null
45124	Invasive
45125	Null
45126	Null
45127	Null
45128	Null
45129	Null
45130	Null
45131	Null
45132	Null
45133	Invasive
45134	Null
45135	Null
45136	Null
45137	Null
45138	Null
45139	Null
45140	Null
45141	Null
45142	Null
45143	Null
45144	Null
45145	Invasive
45146	Null
45147	Null
45148	Null
45149	Null
45150	Invasive
45151	Null
45152	Null
45153	Null
45154	Null
45155	Invasive
45156	Invasive
45157	Null
45158	Null
45159	Null
45160	Null
45161	Null
45162	Null
45163	Null
45164	Null
45165	Null
45166	Invasive
45167	Null
45168	Null
45169	Invasive
45170	Null
45171	Null
45172	Invasive
45173	Null
45174	Null
45175	Null
45176	Null
45177	Invasive
45178	Null
45179	Null
45180	Invasive
45181	Null
45182	Null
45183	Null
45184	Null
45185	Null
45186	Null
45187	Null
45188	Null
45189	Null
45190	Null
45191	Null
45192	Null
45193	Invasive
45194	Null
45195	Null
45196	Null
45197	Null
45198	Null
45199	Null
45200	Null
45201	Null
45202	Invasive
45203	Null
45204	Null
45205	Null
45206	Null
45207	Null
45208	Null
45209	Null
45210	Invasive
45211	Null
45212	Invasive
45213	Invasive
45214	Invasive
45215	Null
45216	Invasive
45217	Invasive
45218	Invasive
45219	Null
45220	Null
45221	Null
45222	Null
45223	Invasive
45224	Null
45225	Null
45226	Invasive
45227	Null
45228	Invasive
45229	Invasive
45230	Null
45231	Null
45232	Null
45233	Null
45234	Null
45235	Null
45236	Null
45237	Null
45238	Null
45239	Invasive
45240	Null
45241	Null
45242	Null
45243	Null
45244	Null
45245	Null
45246	Invasive
45247	Null
45248	Null
45249	Null
45250	Null
