id	isInvasive
45653	Invasive
45654	Invasive
45655	Invasive
45656	Null
45657	Invasive
45658	Null
45659	Invasive
45660	Null
45661	Null
45662	Null
45663	Null
45664	Invasive
45665	Invasive
45666	Null
45667	Null
45668	Null
45669	Null
45670	Null
45671	Null
45672	Null
45673	Null
45674	Null
45675	Null
45676	Null
45677	Null
45678	Null
45679	Null
45680	Null
45681	Null
45682	Null
45683	Null
45684	Null
45685	Null
45686	Null
45687	Null
45688	Null
45689	Null
45690	Invasive
45691	Null
45692	Null
45693	Invasive
45694	Invasive
45695	Null
45696	Invasive
45697	Invasive
45698	Null
45699	Null
45700	Null
45701	Invasive
45702	Null
45703	Null
45704	Null
45705	Invasive
45706	Null
45707	Null
45708	Null
45709	Null
45710	Null
45711	Null
45712	Null
45713	Null
45714	Null
45715	Invasive
45716	Invasive
45717	Null
45718	Null
45719	Null
45720	Null
45721	Null
45722	Invasive
45723	Null
45724	Null
45725	Null
45726	Null
45727	Null
45728	Null
45729	Null
45730	Null
45731	Null
45732	Null
45733	Null
45734	Null
45735	Null
45736	Null
45737	Null
45738	Null
45739	Invasive
45740	Null
45741	Null
45742	Null
45743	Null
45744	Null
45745	Invasive
45746	Null
45747	Invasive
45748	Null
45749	Null
45750	Null
45751	Null
45752	Null
45753	Null
45754	Null
45755	Null
45756	Null
45757	Invasive
45758	Null
45759	Null
45760	Invasive
45761	Null
45762	Null
45763	Null
45764	Null
45765	Invasive
45766	Null
45767	Null
45768	Null
45769	Invasive
45770	Null
45771	Null
45772	Invasive
45773	Null
45774	Null
45775	Null
45776	Null
45777	Null
45778	Null
45779	Null
45780	Invasive
45781	Null
45782	Null
45783	Null
45784	Null
45785	Null
45786	Invasive
45787	Null
45788	Null
45789	Null
45790	Null
45791	Null
45792	Null
45793	Invasive
45794	Null
45795	Null
45796	Null
45797	Null
45798	Null
45799	Null
45800	Null
45801	Null
45802	Null
45803	Null
45804	Null
45805	Null
45806	Null
45807	Null
45808	Null
45809	Null
45810	Null
45811	Null
45812	Null
45813	Null
45814	Null
45815	Null
45816	Invasive
45817	Invasive
45818	Null
45819	Null
45820	Null
45821	Invasive
45822	Null
45823	Null
45824	Null
45825	Null
45826	Invasive
45827	Null
45828	Null
45829	Null
45830	Null
45831	Null
45832	Null
45833	Null
45834	Null
45835	Null
45836	Null
45837	Null
45838	Null
45839	Null
45840	Null
45841	Null
45842	Null
45843	Null
45844	Null
45845	Invasive
45846	Invasive
45847	Invasive
45848	Null
45849	Null
45850	Null
45851	Null
45852	Null
45853	Invasive
45854	Null
45855	Null
45856	Null
45857	Null
45858	Null
45859	Null
45860	Null
45861	Invasive
45862	Invasive
45863	Null
45864	Invasive
45865	Invasive
45866	Invasive
45867	Null
45868	Null
45869	Null
45870	Invasive
45871	Null
45872	Invasive
45873	Invasive
45874	Invasive
45875	Invasive
45876	Null
45877	Null
45878	Null
45879	Null
45880	Invasive
45881	Null
45882	Null
45883	Null
45884	Null
45885	Null
45886	Null
45887	Null
45888	Null
45889	Null
45890	Null
45891	Invasive
45892	Null
45893	Invasive
45894	Invasive
45895	Null
45896	Null
45897	Null
45898	Null
45899	Invasive
45900	Null
45901	Invasive
45902	Null
45903	Null
45904	Null
45905	Null
45906	Null
45907	Null
45908	Null
45909	Null
45910	Invasive
45911	Invasive
45912	Null
45913	Null
45914	Invasive
45915	Null
45916	Null
45917	Null
45918	Null
45919	Null
45920	Null
45921	Null
45922	Null
45923	Null
45924	Null
45925	Null
45926	Invasive
45927	Null
45928	Null
45929	Null
45930	Null
45931	Null
45932	Null
45933	Null
45934	Null
45935	Null
45936	Null
45937	Null
45938	Null
45939	Null
45940	Invasive
45941	Null
45942	Null
45943	Null
45944	Null
45945	Invasive
45946	Null
45947	Null
45948	Invasive
45949	Invasive
45950	Invasive
45951	Null
45952	Invasive
45953	Null
45954	Null
45955	Null
45956	Null
45957	Null
45958	Null
45959	Null
45960	Null
45961	Null
45962	Null
45963	Null
45964	Null
45965	Null
45966	Null
45967	Null
45968	Null
45969	Null
45970	Null
45971	Null
45972	Null
45973	Null
