id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	eventDate
120510	Ralik	Ebon Atoll	MH	Present	Alien	2022
120511	Ralik	Ebon Atoll	MH	Present	Alien	2022
120512	Ralik	Ebon Atoll	MH	Present	Alien	2022
120513	Ralik	Ebon Atoll	MH	Present	Alien	2022
120514	Ralik	Ebon Atoll	MH	Present	Alien	2022
120515	Ralik	Ebon Atoll	MH	Present	Alien	2022
120516	Ralik	Ebon Atoll	MH	Present	Alien	2022
120517	Ralik	Ebon Atoll	MH	Present	Alien	2022
120518	Ralik	Ebon Atoll	MH	Present	Alien	2022
120519	Ralik	Ebon Atoll	MH	Present	Alien	2022
120520	Ralik	Ebon Atoll	MH	Present	Alien	2022
120521	Ralik	Ebon Atoll	MH	Present	Alien	2022
120522	Ralik	Ebon Atoll	MH	Present	Alien	2022
120523	Ralik	Ebon Atoll	MH	Present	Alien	2022
120524	Ralik	Ebon Atoll	MH	Present	Alien	2022
120525	Ralik	Ebon Atoll	MH	Present	Alien	2022
120526	Ralik	Ebon Atoll	MH	Present	Alien	2022
120527	Ralik	Ebon Atoll	MH	Present	Alien	2022
120528	Ralik	Ebon Atoll	MH	Present	Alien	2022
120529	Ralik	Ebon Atoll	MH	Present	Alien	2022
120530	Ralik	Ebon Atoll	MH	Present	Alien	2022
120531	Ralik	Ebon Atoll	MH	Present	Alien	2022
120532	Ralik	Ebon Atoll	MH	Present	Alien	2022
120533	Ralik	Ebon Atoll	MH	Present	Alien	2022
120534	Ralik	Ebon Atoll	MH	Present	Alien	2022
120535	Ralik	Ebon Atoll	MH	Present	Alien	2022
120536	Ralik	Ebon Atoll	MH	Present	Alien	2022
120537	Ralik	Ebon Atoll	MH	Present	Alien	2022
120538	Ralik	Ebon Atoll	MH	Present	Alien	2022
120539	Ralik	Ebon Atoll	MH	Present	Alien	2022
120540	Ralik	Ebon Atoll	MH	Present	Alien	2022
120541	Ralik	Ebon Atoll	MH	Present	Alien	2022
120542	Ralik	Ebon Atoll	MH	Present	Alien	2022
120543	Ralik	Ebon Atoll	MH	Present	Alien	2022
120544	Ralik	Ebon Atoll	MH	Present	Alien	2022
120545	Ralik	Ebon Atoll	MH	Present	Alien	2022
120546	Ralik	Ebon Atoll	MH	Present	Alien	2022
120547	Ralik	Ebon Atoll	MH	Present	Alien	2022
120548	Ralik	Ebon Atoll	MH	Present	Alien	2022
120549	Ralik	Ebon Atoll	MH	Present	Alien	2022
