id	isInvasive
47155	Null
47156	Null
47157	Null
47158	Invasive
47159	Null
47160	Null
47161	Invasive
47162	Null
47163	Null
47164	Null
47165	Null
47166	Null
47167	Null
47168	Invasive
47169	Null
47170	Null
47171	Null
47172	Null
47173	Null
47174	Null
47175	Null
47176	Null
47177	Null
47178	Null
47179	Null
47180	Null
47181	Null
47182	Null
47183	Null
47184	Null
47185	Null
47186	Null
47187	Null
47188	Null
47189	Null
47190	Null
47191	Null
47192	Invasive
47193	Null
47194	Null
47195	Null
47196	Null
47197	Null
47198	Null
47199	Null
47200	Null
47201	Null
47202	Null
47203	Null
47204	Null
47205	Invasive
47206	Null
47207	Null
47208	Null
47209	Null
47210	Null
47211	Null
47212	Null
47213	Null
47214	Null
47215	Invasive
47216	Null
47217	Null
47218	Null
47219	Invasive
47220	Null
47221	Null
47222	Null
47223	Null
47224	Null
47225	Null
47226	Null
47227	Null
47228	Null
47229	Null
47230	Null
47231	Null
47232	Null
47233	Null
47234	Null
47235	Null
47236	Null
47237	Null
47238	Null
47239	Null
47240	Null
47241	Null
47242	Null
47243	Null
47244	Null
47245	Null
47246	Null
47247	Null
47248	Null
47249	Null
47250	Null
47251	Null
47252	Null
47253	Null
47254	Null
47255	Null
47256	Null
47257	Null
47258	Null
47259	Null
47260	Null
47261	Null
47262	Null
47263	Null
47264	Null
47265	Null
47266	Null
47267	Null
47268	Null
47269	Null
47270	Null
47271	Null
47272	Null
47273	Null
47274	Null
47275	Null
47276	Null
47277	Null
47278	Null
47279	Null
47280	Null
47281	Null
47282	Null
47283	Null
47284	Null
47285	Null
47286	Null
47287	Null
47288	Null
47289	Null
47290	Null
47291	Null
47292	Null
47293	Null
47294	Null
47295	Null
47296	Null
47297	Null
47298	Null
47299	Null
47300	Null
47301	Null
47302	Null
47303	Null
47304	Null
47305	Null
47306	Null
47307	Null
47308	Null
47309	Null
47310	Null
47311	Null
47312	Null
47313	Null
47314	Null
47315	Null
47316	Null
47317	Null
47318	Null
47319	Null
47320	Null
47321	Null
47322	Null
47323	Null
47324	Null
47325	Null
47326	Null
47327	Null
47328	Null
47329	Null
47330	Null
47331	Null
47332	Null
47333	Null
47334	Null
47335	Null
47336	Null
47337	Null
47338	Null
47339	Null
47340	Null
47341	Null
47342	Null
47343	Null
47344	Null
47345	Null
47346	Null
47347	Null
47348	Null
47349	Null
47350	Null
47351	Null
47352	Null
47353	Null
47354	Null
47355	Null
47356	Null
47357	Null
47358	Invasive
47359	Null
47360	Invasive
47361	Null
47362	Null
47363	Null
47364	Null
47365	Null
47366	Null
47367	Null
47368	Null
47369	Null
47370	Null
47371	Null
47372	Null
47373	Null
47374	Null
47375	Null
47376	Null
47377	Null
47378	Null
47379	Null
47380	Null
47381	Null
47382	Null
47383	Null
47384	Null
47385	Null
47386	Null
47387	Null
47388	Null
47389	Null
47390	Null
47391	Null
47392	Null
47393	Invasive
47394	Null
47395	Null
47396	Null
47397	Null
47398	Null
47399	Null
47400	Null
47401	Null
47402	Null
47403	Null
47404	Null
47405	Null
47406	Invasive
47407	Null
47408	Null
47409	Null
47410	Null
47411	Null
47412	Null
47413	Null
47414	Null
47415	Null
47416	Null
47417	Null
47418	Null
47419	Null
47420	Null
47421	Null
47422	Null
47423	Null
47424	Null
47425	Null
47426	Null
47427	Null
47428	Null
47429	Null
47430	Null
47431	Null
47432	Null
47433	Null
47434	Invasive
47435	Null
47436	Null
47437	Null
47438	Invasive
47439	Null
47440	Invasive
47441	Null
47442	Null
47443	Null
47444	Null
47445	Invasive
47446	Null
47447	Null
47448	Null
47449	Null
47450	Null
47451	Null
47452	Null
47453	Null
47454	Null
47455	Null
47456	Null
47457	Null
47458	Null
47459	Null
47460	Null
47461	Null
47462	Invasive
47463	Null
47464	Null
47465	Null
47466	Null
47467	Null
47468	Null
47469	Null
47470	Null
47471	Null
47472	Invasive
47473	Null
47474	Null
47475	Null
47476	Null
47477	Null
47478	Null
47479	Null
47480	Null
47481	Null
47482	Null
47483	Null
47484	Null
47485	Null
47486	Null
47487	Null
47488	Null
47489	Null
47490	Null
