id	isInvasive
43652	Invasive
43653	Invasive
43654	Invasive
43655	Invasive
43656	Null
43657	Invasive
43658	Null
43659	Null
43660	Invasive
43661	Null
43662	Null
43663	Null
43664	Null
43665	Null
43666	Invasive
43667	Invasive
43668	Null
43669	Invasive
43670	Null
43671	Invasive
43672	Null
43673	Null
43674	Null
43675	Null
43676	Invasive
43677	Null
43678	Null
43679	Null
43680	Null
43681	Invasive
43682	Invasive
43683	Invasive
43684	Invasive
43685	Null
43686	Null
43687	Null
43688	Null
43689	Null
43690	Null
43691	Null
43692	Null
43693	Null
43694	Null
43695	Null
43696	Null
43697	Null
43698	Null
43699	Null
43700	Null
43701	Null
43702	Null
43703	Null
43704	Null
43705	Null
43706	Null
43707	Null
43708	Null
43709	Null
43710	Null
43711	Null
43712	Null
43713	Invasive
43714	Null
43715	Null
43716	Null
43717	Null
43718	Null
43719	Null
43720	Null
43721	Null
43722	Null
43723	Null
43724	Null
43725	Null
43726	Invasive
43727	Invasive
43728	Null
43729	Null
43730	Null
43731	Invasive
43732	Invasive
43733	Null
43734	Invasive
43735	Null
43736	Null
43737	Null
43738	Invasive
43739	Null
43740	Invasive
43741	Null
43742	Invasive
43743	Null
43744	Null
43745	Null
43746	Invasive
43747	Null
43748	Invasive
43749	Null
43750	Null
43751	Invasive
43752	Null
43753	Null
43754	Null
43755	Null
43756	Null
43757	Null
43758	Null
43759	Null
43760	Invasive
43761	Invasive
43762	Null
43763	Null
43764	Null
43765	Null
43766	Null
43767	Null
43768	Invasive
43769	Null
43770	Null
43771	Null
43772	Null
43773	Null
43774	Null
43775	Null
43776	Null
43777	Null
43778	Null
43779	Null
43780	Invasive
43781	Null
43782	Null
43783	Null
43784	Null
43785	Null
43786	Null
43787	Null
43788	Null
43789	Null
43790	Null
43791	Null
43792	Invasive
43793	Null
43794	Null
43795	Invasive
43796	Null
43797	Invasive
43798	Invasive
43799	Invasive
43800	Null
43801	Null
43802	Invasive
43803	Null
43804	Null
43805	Null
43806	Invasive
43807	Null
43808	Null
43809	Null
43810	Null
43811	Invasive
43812	Null
43813	Null
43814	Null
43815	Null
43816	Null
43817	Null
43818	Null
43819	Null
43820	Null
43821	Null
43822	Null
43823	Invasive
43824	Null
43825	Null
43826	Null
43827	Null
43828	Null
43829	Null
43830	Null
43831	Null
43832	Null
43833	Null
43834	Null
43835	Null
43836	Invasive
43837	Invasive
43838	Null
43839	Null
43840	Null
43841	Null
43842	Null
43843	Null
43844	Null
43845	Null
43846	Null
43847	Null
43848	Null
43849	Invasive
43850	Null
43851	Null
