id	isInvasive
42717	Null
42718	Null
42719	Null
42720	Null
42721	Null
42722	Null
42723	Null
42724	Null
42725	Invasive
42726	Invasive
42727	Null
42728	Invasive
42729	Invasive
42730	Null
42731	Null
42732	Null
42733	Null
42734	Invasive
42735	Null
42736	Null
42737	Null
42738	Invasive
42739	Null
42740	Null
42741	Null
42742	Null
42743	Null
42744	Null
42745	Null
42746	Invasive
42747	Null
42748	Null
42749	Null
42750	Invasive
42751	Invasive
42752	Null
42753	Null
42754	Invasive
42755	Invasive
42756	Invasive
42757	Null
42758	Null
42759	Null
42760	Null
42761	Invasive
42762	Null
42763	Null
42764	Null
42765	Invasive
42766	Invasive
42767	Invasive
42768	Invasive
42769	Invasive
42770	Null
42771	Null
42772	Null
42773	Invasive
42774	Invasive
42775	Null
42776	Null
42777	Null
42778	Null
42779	Null
42780	Null
42781	Invasive
42782	Null
42783	Null
42784	Null
42785	Null
42786	Invasive
42787	Invasive
42788	Null
42789	Null
42790	Null
42791	Invasive
42792	Null
42793	Null
42794	Null
42795	Null
42796	Null
42797	Invasive
42798	Null
42799	Null
42800	Invasive
42801	Null
42802	Null
42803	Null
42804	Null
42805	Null
42806	Null
42807	Null
42808	Invasive
42809	Null
42810	Invasive
42811	Null
42812	Invasive
42813	Null
42814	Invasive
42815	Invasive
42816	Invasive
42817	Null
42818	Invasive
42819	Null
42820	Null
42821	Invasive
42822	Invasive
42823	Invasive
42824	Invasive
42825	Invasive
42826	Null
42827	Null
42828	Null
42829	Null
42830	Invasive
42831	Null
42832	Null
42833	Null
42834	Invasive
42835	Null
42836	Null
42837	Null
42838	Null
42839	Null
42840	Null
42841	Invasive
42842	Null
42843	Null
42844	Null
42845	Null
42846	Null
42847	Null
42848	Null
42849	Null
42850	Null
42851	Invasive
42852	Null
42853	Invasive
42854	Null
42855	Null
42856	Null
42857	Invasive
42858	Null
42859	Null
42860	Null
42861	Null
42862	Invasive
42863	Invasive
42864	Invasive
42865	Null
42866	Null
42867	Null
42868	Null
42869	Null
42870	Invasive
42871	Null
42872	Invasive
42873	Null
42874	Invasive
42875	Null
42876	Null
42877	Null
42878	Null
42879	Null
42880	Null
42881	Null
42882	Invasive
42883	Null
42884	Null
42885	Null
42886	Null
42887	Null
42888	Null
42889	Null
42890	Null
42891	Null
42892	Null
42893	Null
42894	Invasive
42895	Invasive
42896	Null
42897	Null
42898	Null
42899	Null
42900	Null
42901	Invasive
42902	Null
42903	Invasive
42904	Null
42905	Null
42906	Invasive
42907	Null
